"((208, 631), 4.71238898038469)",1
"((208, 630), 4.71238898038469)",1
"((208, 629), 4.71238898038469)",1
"((208, 628), 4.71238898038469)",1
"((208, 627), 4.71238898038469)",1
"((208, 626), 4.71238898038469)",1
"((208, 625), 4.71238898038469)",1
"((208, 624), 4.71238898038469)",1
"((208, 623), 4.71238898038469)",1
"((208, 622), 4.71238898038469)",1
"((208, 621), 4.71238898038469)",1
"((208, 620), 4.71238898038469)",1
"((208, 619), 4.71238898038469)",1
"((208, 618), 4.71238898038469)",1
"((208, 617), 4.71238898038469)",1
"((208, 616), 4.71238898038469)",1
"((208, 615), 4.71238898038469)",1
"((208, 614), 4.71238898038469)",1
"((208, 613), 4.71238898038469)",1
"((208, 612), 4.71238898038469)",1
"((208, 611), 4.71238898038469)",1
"((208, 610), 4.71238898038469)",1
"((208, 609), 4.71238898038469)",1
"((208, 608), 4.71238898038469)",1
"((208, 607), 4.71238898038469)",1
"((208, 606), 4.71238898038469)",1
"((208, 605), 4.71238898038469)",1
"((208, 604), 4.71238898038469)",1
"((208, 603), 4.71238898038469)",1
"((208, 602), 4.71238898038469)",1
"((208, 601), 4.71238898038469)",1
"((208, 600), 4.71238898038469)",1
"((208, 599), 4.71238898038469)",1
"((208, 598), 4.71238898038469)",1
"((208, 597), 4.71238898038469)",1
"((208, 596), 4.71238898038469)",1
"((208, 595), 4.71238898038469)",1
"((208, 594), 4.71238898038469)",1
"((208, 593), 4.71238898038469)",1
"((208, 592), 4.71238898038469)",1
"((208, 591), 4.71238898038469)",1
"((208, 590), 4.71238898038469)",1
"((208, 589), 4.71238898038469)",1
"((208, 588), 4.71238898038469)",1
"((208, 587), 4.71238898038469)",1
"((208, 586), 4.71238898038469)",1
"((208, 585), 4.71238898038469)",1
"((208, 584), 4.71238898038469)",1
"((208, 583), 4.71238898038469)",1
"((208, 582), 4.71238898038469)",1
"((208, 581), 4.71238898038469)",1
"((208, 580), 4.71238898038469)",1
"((208, 579), 4.71238898038469)",1
"((208, 578), 4.71238898038469)",1
"((208, 577), 4.71238898038469)",1
"((208, 576), 4.71238898038469)",1
"((208, 575), 4.71238898038469)",1
"((208, 574), 4.71238898038469)",1
"((208, 573), 4.71238898038469)",1
"((208, 572), 4.71238898038469)",1
"((208, 571), 4.71238898038469)",1
"((208, 570), 4.71238898038469)",1
"((208, 569), 4.71238898038469)",1
"((208, 568), 4.71238898038469)",1
"((208, 567), 4.71238898038469)",1
"((208, 566), 4.71238898038469)",1
"((208, 565), 4.71238898038469)",1
"((208, 564), 4.71238898038469)",1
"((208, 563), 4.71238898038469)",1
"((208, 562), 4.71238898038469)",1
"((208, 561), 4.71238898038469)",1
"((208, 560), 4.71238898038469)",1
"((208, 559), 4.71238898038469)",1
"((208, 558), 4.71238898038469)",1
"((208, 557), 4.71238898038469)",1
"((208, 556), 4.71238898038469)",1
"((208, 555), 4.71238898038469)",1
"((208, 554), 4.71238898038469)",1
"((208, 553), 4.71238898038469)",1
"((208, 552), 4.71238898038469)",1
"((208, 551), 4.71238898038469)",1
"((208, 550), 4.71238898038469)",1
"((208, 549), 4.71238898038469)",1
"((208, 548), 4.71238898038469)",1
"((208, 547), 4.71238898038469)",1
"((208, 546), 4.71238898038469)",1
"((208, 545), 4.71238898038469)",1
"((208, 544), 4.71238898038469)",1
"((208, 543), 4.71238898038469)",1
"((208, 542), 4.71238898038469)",1
"((208, 541), 4.71238898038469)",1
"((208, 540), 4.71238898038469)",1
"((208, 539), 4.71238898038469)",1
"((208, 538), 4.71238898038469)",1
"((208, 537), 4.71238898038469)",1
"((208, 536), 4.71238898038469)",1
"((208, 535), 4.71238898038469)",1
"((208, 534), 4.71238898038469)",1
"((208, 533), 4.71238898038469)",1
"((208, 532), 4.71238898038469)",1
"((208, 531), 4.71238898038469)",1
"((208, 530), 4.71238898038469)",1
"((208, 529), 4.71238898038469)",1
"((208, 528), 4.71238898038469)",1
"((208, 527), 4.71238898038469)",1
"((208, 526), 4.71238898038469)",1
"((208, 525), 4.71238898038469)",1
"((208, 524), 4.71238898038469)",1
"((208, 523), 4.71238898038469)",1
"((208, 522), 4.71238898038469)",1
"((208, 521), 4.71238898038469)",1
"((208, 520), 4.71238898038469)",1
"((208, 519), 4.71238898038469)",1
"((208, 518), 4.71238898038469)",1
"((208, 517), 4.71238898038469)",1
"((208, 516), 4.71238898038469)",1
"((208, 515), 4.71238898038469)",1
"((208, 514), 4.71238898038469)",1
"((208, 513), 4.71238898038469)",1
"((208, 512), 4.71238898038469)",1
"((208, 511), 4.71238898038469)",1
"((208, 510), 4.71238898038469)",1
"((208, 509), 4.71238898038469)",1
"((208, 508), 4.71238898038469)",1
"((208, 507), 4.71238898038469)",1
"((208, 506), 4.71238898038469)",1
"((208, 505), 4.71238898038469)",1
"((208, 504), 4.71238898038469)",1
"((208, 503), 4.71238898038469)",1
"((208, 502), 4.71238898038469)",1
"((208, 501), 4.71238898038469)",1
"((208, 500), 4.71238898038469)",1
"((208, 499), 4.71238898038469)",1
"((208, 498), 4.71238898038469)",1
"((208, 497), 4.71238898038469)",1
"((208, 496), 4.71238898038469)",1
"((208, 495), 4.71238898038469)",1
"((208, 494), 4.71238898038469)",1
"((208, 493), 4.71238898038469)",1
"((208, 492), 4.71238898038469)",1
"((208, 491), 4.71238898038469)",1
"((208, 490), 4.71238898038469)",1
"((208, 489), 4.71238898038469)",1
"((208, 488), 4.71238898038469)",1
"((208, 487), 4.71238898038469)",1
"((208, 486), 4.71238898038469)",1
"((208, 485), 4.71238898038469)",1
"((208, 484), 4.71238898038469)",1
"((208, 483), 4.71238898038469)",1
"((208, 482), 4.71238898038469)",1
"((208, 481), 4.71238898038469)",1
"((208, 480), 4.71238898038469)",1
"((208, 479), 4.71238898038469)",1
"((208, 478), 4.71238898038469)",1
"((208, 477), 4.71238898038469)",1
"((208, 476), 4.71238898038469)",1
"((208, 475), 4.71238898038469)",1
"((208, 474), 4.71238898038469)",1
"((208, 473), 4.71238898038469)",1
"((208, 472), 4.71238898038469)",1
"((208, 471), 4.71238898038469)",1
"((208, 470), 4.71238898038469)",1
"((208, 469), 4.71238898038469)",1
"((208, 468), 4.71238898038469)",1
"((208, 467), 4.71238898038469)",1
"((208, 466), 4.71238898038469)",1
"((208, 465), 4.71238898038469)",1
"((208, 464), 4.71238898038469)",1
"((208, 463), 4.71238898038469)",1
"((208, 462), 4.71238898038469)",1
"((208, 461), 4.71238898038469)",1
"((208, 460), 4.71238898038469)",1
"((208, 459), 4.71238898038469)",1
"((208, 458), 4.71238898038469)",1
"((208, 457), 4.71238898038469)",1
"((208, 456), 4.71238898038469)",1
"((208, 455), 4.71238898038469)",1
"((208, 454), 4.71238898038469)",1
"((208, 453), 4.71238898038469)",1
"((208, 452), 4.71238898038469)",1
"((208, 451), 4.71238898038469)",1
"((208, 450), 4.71238898038469)",1
"((208, 449), 4.71238898038469)",1
"((208, 448), 4.71238898038469)",1
"((208, 447), 4.71238898038469)",1
"((208, 446), 4.71238898038469)",1
"((208, 445), 4.71238898038469)",1
"((208, 444), 4.71238898038469)",1
"((208, 443), 4.71238898038469)",1
"((208, 442), 4.71238898038469)",1
"((208, 441), 4.71238898038469)",1
"((208, 440), 4.71238898038469)",1
"((208, 439), 4.71238898038469)",1
"((208, 438), 4.71238898038469)",1
"((208, 437), 4.71238898038469)",1
"((208, 436), 4.71238898038469)",1
"((208, 435), 4.71238898038469)",1
"((208, 434), 4.71238898038469)",1
"((208, 433), 4.71238898038469)",1
"((208, 432), 4.71238898038469)",1
"((208, 431), 4.71238898038469)",1
"((208, 430), 4.71238898038469)",1
"((208, 429), 4.71238898038469)",1
"((208, 428), 4.71238898038469)",1
"((208, 427), 4.71238898038469)",1
"((208, 426), 4.71238898038469)",1
"((208, 425), 4.71238898038469)",1
"((208, 424), 4.71238898038469)",1
"((208, 423), 4.71238898038469)",1
"((208, 422), 4.71238898038469)",1
"((208, 421), 4.71238898038469)",1
"((208, 420), 4.71238898038469)",1
"((208, 419), 4.71238898038469)",1
"((208, 418), 4.71238898038469)",1
"((208, 417), 4.71238898038469)",1
"((208, 416), 4.71238898038469)",1
"((208, 415), 4.71238898038469)",1
"((208, 414), 4.71238898038469)",1
"((208, 413), 4.71238898038469)",1
"((208, 412), 4.71238898038469)",1
"((208, 411), 4.71238898038469)",1
"((208, 410), 4.71238898038469)",1
"((208, 409), 4.71238898038469)",1
"((208, 408), 4.71238898038469)",1
"((208, 407), 4.71238898038469)",1
"((208, 406), 4.71238898038469)",1
"((208, 405), 4.71238898038469)",1
"((208, 404), 4.71238898038469)",1
"((208, 403), 4.71238898038469)",1
"((208, 402), 4.71238898038469)",1
"((208, 401), 4.71238898038469)",1
"((208, 400), 4.71238898038469)",1
"((208, 399), 4.71238898038469)",1
"((208, 398), 4.71238898038469)",1
"((208, 397), 4.71238898038469)",1
"((208, 396), 4.71238898038469)",1
"((208, 395), 4.71238898038469)",1
"((208, 394), 4.71238898038469)",1
"((208, 393), 4.71238898038469)",1
"((208, 392), 4.71238898038469)",1
"((208, 391), 4.71238898038469)",1
"((208, 390), 4.71238898038469)",1
"((208, 389), 4.71238898038469)",1
"((208, 388), 4.71238898038469)",1
"((208, 387), 4.71238898038469)",1
"((208, 386), 4.71238898038469)",1
"((208, 385), 4.71238898038469)",1
"((208, 384), 4.71238898038469)",1
"((208, 383), 4.71238898038469)",1
"((208, 382), 4.71238898038469)",1
"((208, 381), 4.71238898038469)",1
"((208, 380), 4.71238898038469)",1
"((208, 379), 4.71238898038469)",1
"((208, 378), 4.71238898038469)",1
"((208, 377), 4.71238898038469)",1
"((208, 376), 4.71238898038469)",1
"((208, 375), 4.71238898038469)",1
"((208, 374), 4.71238898038469)",1
"((208, 373), 4.71238898038469)",1
"((208, 372), 4.71238898038469)",1
"((208, 371), 4.71238898038469)",1
"((208, 370), 4.71238898038469)",1
"((208, 369), 4.71238898038469)",1
"((208, 368), 4.71238898038469)",1
"((208, 367), 4.71238898038469)",1
"((208, 366), 4.71238898038469)",1
"((208, 365), 4.71238898038469)",1
"((208, 364), 4.71238898038469)",1
"((208, 363), 4.71238898038469)",1
"((208, 362), 4.71238898038469)",1
"((208, 361), 4.71238898038469)",1
"((208, 360), 4.71238898038469)",1
"((208, 359), 4.71238898038469)",1
"((208, 358), 4.71238898038469)",1
"((208, 357), 4.71238898038469)",1
"((208, 356), 4.71238898038469)",1
"((208, 355), 4.71238898038469)",1
"((208, 354), 4.71238898038469)",1
"((208, 353), 4.71238898038469)",1
"((208, 352), 4.71238898038469)",1
"((208, 351), 4.71238898038469)",1
"((208, 350), 4.71238898038469)",1
"((208, 349), 4.71238898038469)",1
"((208, 348), 4.71238898038469)",1
"((208, 347), 4.71238898038469)",1
"((208, 346), 4.71238898038469)",1
"((208, 345), 4.71238898038469)",1
"((208, 344), 4.71238898038469)",1
"((208, 343), 4.71238898038469)",1
"((208, 342), 4.71238898038469)",1
"((208, 341), 4.71238898038469)",1
"((208, 340), 4.71238898038469)",1
"((208, 339), 4.71238898038469)",1
"((208, 338), 4.71238898038469)",1
"((208, 337), 4.71238898038469)",1
"((208, 336), 4.71238898038469)",1
"((208, 335), 4.71238898038469)",1
"((208, 334), 4.71238898038469)",1
"((208, 333), 4.71238898038469)",1
"((208, 332), 4.71238898038469)",1
"((208, 331), 4.71238898038469)",1
"((208, 330), 4.71238898038469)",1
"((208, 329), 4.71238898038469)",1
"((208, 328), 4.71238898038469)",1
"((208, 327), 4.71238898038469)",1
"((208, 326), 4.71238898038469)",1
"((208, 325), 4.71238898038469)",1
"((208, 324), 4.71238898038469)",1
"((208, 323), 4.71238898038469)",1
"((208, 322), 4.71238898038469)",1
"((208, 321), 4.71238898038469)",1
"((208, 320), 4.71238898038469)",1
"((208, 319), 4.71238898038469)",1
"((208, 318), 4.71238898038469)",1
"((208, 317), 4.71238898038469)",1
"((208, 316), 4.71238898038469)",1
"((208, 315), 4.71238898038469)",1
"((208, 314), 4.71238898038469)",1
"((208, 313), 4.71238898038469)",1
"((208, 312), 4.71238898038469)",1
"((208, 311), 4.71238898038469)",1
"((208, 310), 4.71238898038469)",1
"((208, 309), 4.71238898038469)",1
"((208, 308), 4.71238898038469)",1
"((208, 307), 4.71238898038469)",1
"((208, 306), 4.71238898038469)",1
"((208, 305), 4.71238898038469)",1
"((208, 304), 4.71238898038469)",1
"((208, 303), 4.71238898038469)",1
"((208, 302), 4.71238898038469)",1
"((208, 301), 4.71238898038469)",1
"((208, 300), 4.71238898038469)",1
"((208, 299), 4.71238898038469)",1
"((208, 298), 4.71238898038469)",1
"((208, 297), 4.71238898038469)",1
"((208, 296), 4.71238898038469)",1
"((208, 295), 4.71238898038469)",1
"((208, 294), 4.71238898038469)",1
"((208, 293), 4.71238898038469)",1
"((208, 292), 4.71238898038469)",1
"((208, 291), 4.71238898038469)",1
"((208, 290), 4.71238898038469)",1
"((208, 289), 4.71238898038469)",1
"((208, 288), 4.71238898038469)",1
"((208, 287), 4.71238898038469)",1
"((208, 286), 4.71238898038469)",1
"((208, 285), 4.71238898038469)",1
"((208, 284), 4.71238898038469)",1
"((208, 283), 4.71238898038469)",1
"((208, 282), 4.71238898038469)",1
"((208, 281), 4.71238898038469)",1
"((208, 280), 4.71238898038469)",1
"((208, 279), 4.71238898038469)",1
"((208, 278), 4.71238898038469)",1
"((208, 277), 4.71238898038469)",1
"((208, 276), 4.71238898038469)",1
"((208, 275), 4.71238898038469)",1
"((208, 274), 4.71238898038469)",1
"((208, 273), 4.71238898038469)",1
"((208, 272), 4.71238898038469)",1
"((208, 271), 4.71238898038469)",1
"((208, 270), 4.71238898038469)",1
"((208, 269), 4.71238898038469)",1
"((208, 268), 4.71238898038469)",1
"((208, 267), 4.71238898038469)",1
"((208, 266), 4.71238898038469)",1
"((208, 265), 4.71238898038469)",1
"((208, 264), 4.71238898038469)",1
"((208, 263), 4.71238898038469)",1
"((208, 262), 4.71238898038469)",1
"((208, 261), 4.71238898038469)",1
"((208, 260), 4.71238898038469)",1
"((208, 259), 4.71238898038469)",1
"((208, 258), 4.71238898038469)",1
"((208, 257), 4.71238898038469)",1
"((208, 256), 4.71238898038469)",1
"((208, 255), 4.71238898038469)",1
"((208, 254), 4.71238898038469)",1
"((208, 253), 4.71238898038469)",1
"((208, 252), 4.71238898038469)",1
"((208, 251), 4.71238898038469)",1
"((208, 250), 4.71238898038469)",1
"((208, 249), 4.71238898038469)",1
"((208, 248), 4.71238898038469)",1
"((208, 247), 4.71238898038469)",1
"((208, 246), 4.71238898038469)",1
"((208, 245), 4.71238898038469)",1
"((208, 244), 4.71238898038469)",1
"((208, 243), 4.71238898038469)",1
"((208, 242), 4.71238898038469)",1
"((208, 241), 4.71238898038469)",1
"((208, 240), 4.71238898038469)",1
"((208, 239), 4.71238898038469)",1
"((208, 238), 4.71238898038469)",1
"((208, 237), 4.71238898038469)",1
"((208, 236), 4.71238898038469)",1
"((208, 235), 4.71238898038469)",1
"((208, 234), 4.71238898038469)",1
"((208, 233), 4.71238898038469)",1
"((208, 232), 4.71238898038469)",1
"((208, 231), 4.71238898038469)",1
"((208, 230), 4.71238898038469)",1
"((208, 229), 4.71238898038469)",1
"((208, 228), 4.71238898038469)",1
"((208, 227), 4.71238898038469)",1
"((208, 226), 4.71238898038469)",1
"((208, 225), 4.71238898038469)",1
"((208, 224), 4.71238898038469)",1
"((208, 223), 4.71238898038469)",1
"((208, 222), 4.71238898038469)",1
"((208, 221), 4.71238898038469)",1
"((208, 220), 4.71238898038469)",1
"((208, 219), 4.71238898038469)",1
"((208, 218), 4.71238898038469)",1
"((208, 217), 4.71238898038469)",1
"((208, 216), 4.71238898038469)",1
"((208, 215), 4.71238898038469)",1
"((208, 214), 4.71238898038469)",1
"((208, 213), 4.71238898038469)",1
"((208, 212), 4.71238898038469)",1
"((208, 211), 4.71238898038469)",1
"((208, 210), 4.71238898038469)",1
"((208, 209), 4.71238898038469)",1
"((208, 208), 4.71238898038469)",2
"((208, 208), 5.497787143782138)",1
"((209, 207), 5.497787143782138)",1
"((210, 206), 5.497787143782138)",1
"((211, 205), 5.497787143782138)",1
"((212, 204), 5.497787143782138)",1
"((213, 203), 5.497787143782138)",1
"((214, 202), 5.497787143782138)",1
"((215, 201), 5.497787143782138)",1
"((216, 200), 5.497787143782138)",2
"((216, 200), 6.283185307179586)",1
"((217, 200), 6.283185307179586)",1
"((218, 200), 6.283185307179586)",1
"((219, 200), 6.283185307179586)",1
"((220, 200), 6.283185307179586)",1
"((221, 200), 6.283185307179586)",1
"((222, 200), 6.283185307179586)",1
"((223, 200), 6.283185307179586)",1
"((224, 200), 6.283185307179586)",1
"((225, 200), 6.283185307179586)",1
"((226, 200), 6.283185307179586)",1
"((227, 200), 6.283185307179586)",1
"((228, 200), 6.283185307179586)",1
"((229, 200), 6.283185307179586)",1
"((230, 200), 6.283185307179586)",1
"((231, 200), 6.283185307179586)",1
"((232, 200), 6.283185307179586)",1
"((233, 200), 6.283185307179586)",1
"((234, 200), 6.283185307179586)",1
"((235, 200), 6.283185307179586)",1
"((236, 200), 6.283185307179586)",1
"((237, 200), 6.283185307179586)",1
"((238, 200), 6.283185307179586)",1
"((239, 200), 6.283185307179586)",1
"((240, 200), 6.283185307179586)",1
"((241, 200), 6.283185307179586)",1
"((242, 200), 6.283185307179586)",1
"((243, 200), 6.283185307179586)",1
"((244, 200), 6.283185307179586)",1
"((245, 200), 6.283185307179586)",1
"((246, 200), 6.283185307179586)",1
"((247, 200), 6.283185307179586)",1
"((248, 200), 6.283185307179586)",1
"((249, 200), 6.283185307179586)",1
"((250, 200), 6.283185307179586)",1
"((251, 200), 6.283185307179586)",1
"((252, 200), 6.283185307179586)",1
"((253, 200), 6.283185307179586)",1
"((254, 200), 6.283185307179586)",1
"((255, 200), 6.283185307179586)",1
"((256, 200), 6.283185307179586)",1
"((257, 200), 6.283185307179586)",1
"((258, 200), 6.283185307179586)",1
"((259, 200), 6.283185307179586)",1
"((260, 200), 6.283185307179586)",1
"((261, 200), 6.283185307179586)",1
"((262, 200), 6.283185307179586)",1
"((263, 200), 6.283185307179586)",1
"((264, 200), 6.283185307179586)",1
"((265, 200), 6.283185307179586)",1
"((266, 200), 6.283185307179586)",1
"((267, 200), 6.283185307179586)",1
"((268, 200), 6.283185307179586)",1
"((269, 200), 6.283185307179586)",1
"((270, 200), 6.283185307179586)",1
"((271, 200), 6.283185307179586)",1
"((272, 200), 6.283185307179586)",1
"((273, 200), 6.283185307179586)",1
"((274, 200), 6.283185307179586)",1
"((275, 200), 6.283185307179586)",1
"((276, 200), 6.283185307179586)",1
"((277, 200), 6.283185307179586)",1
"((278, 200), 6.283185307179586)",1
"((279, 200), 6.283185307179586)",1
"((280, 200), 6.283185307179586)",1
"((281, 200), 6.283185307179586)",1
"((282, 200), 6.283185307179586)",1
"((283, 200), 6.283185307179586)",1
"((284, 200), 6.283185307179586)",1
"((285, 200), 6.283185307179586)",1
"((286, 200), 6.283185307179586)",1
"((287, 200), 6.283185307179586)",1
"((288, 200), 6.283185307179586)",3
"((288, 200), 0.7853981633974483)",1
"((289, 201), 0.7853981633974483)",1
"((290, 202), 0.7853981633974483)",1
"((291, 203), 0.7853981633974483)",1
"((292, 204), 0.7853981633974483)",1
"((293, 205), 0.7853981633974483)",1
"((294, 206), 0.7853981633974483)",1
"((295, 207), 0.7853981633974483)",1
"((296, 208), 0.7853981633974483)",1
"((297, 209), 0.7853981633974483)",1
"((298, 210), 0.7853981633974483)",1
"((299, 211), 0.7853981633974483)",1
"((300, 212), 0.7853981633974483)",1
"((301, 213), 0.7853981633974483)",1
"((302, 214), 0.7853981633974483)",1
"((303, 215), 0.7853981633974483)",1
"((304, 216), 0.7853981633974483)",1
"((305, 217), 0.7853981633974483)",1
"((306, 218), 0.7853981633974483)",1
"((307, 219), 0.7853981633974483)",1
"((308, 220), 0.7853981633974483)",1
"((309, 221), 0.7853981633974483)",1
"((310, 222), 0.7853981633974483)",1
"((311, 223), 0.7853981633974483)",1
"((312, 224), 0.7853981633974483)",1
"((313, 225), 0.7853981633974483)",1
"((314, 226), 0.7853981633974483)",1
"((315, 227), 0.7853981633974483)",1
"((316, 228), 0.7853981633974483)",1
"((317, 229), 0.7853981633974483)",1
"((318, 230), 0.7853981633974483)",1
"((319, 231), 0.7853981633974483)",1
"((320, 232), 0.7853981633974483)",1
"((321, 233), 0.7853981633974483)",1
"((322, 234), 0.7853981633974483)",1
"((323, 235), 0.7853981633974483)",1
"((324, 236), 0.7853981633974483)",1
"((325, 237), 0.7853981633974483)",1
"((326, 238), 0.7853981633974483)",1
"((327, 239), 0.7853981633974483)",1
"((328, 240), 0.7853981633974483)",1
"((329, 241), 0.7853981633974483)",1
"((330, 242), 0.7853981633974483)",1
"((331, 243), 0.7853981633974483)",1
"((332, 244), 0.7853981633974483)",1
"((333, 245), 0.7853981633974483)",1
"((334, 246), 0.7853981633974483)",1
"((335, 247), 0.7853981633974483)",1
"((336, 248), 0.7853981633974483)",1
"((337, 249), 0.7853981633974483)",1
"((338, 250), 0.7853981633974483)",1
"((339, 251), 0.7853981633974483)",1
"((340, 252), 0.7853981633974483)",1
"((341, 253), 0.7853981633974483)",1
"((342, 254), 0.7853981633974483)",1
"((343, 255), 0.7853981633974483)",1
"((344, 256), 0.7853981633974483)",1
"((345, 257), 0.7853981633974483)",1
"((346, 258), 0.7853981633974483)",1
"((347, 259), 0.7853981633974483)",1
"((348, 260), 0.7853981633974483)",1
"((349, 261), 0.7853981633974483)",1
"((350, 262), 0.7853981633974483)",1
"((351, 263), 0.7853981633974483)",1
"((352, 264), 0.7853981633974483)",1
"((353, 265), 0.7853981633974483)",1
"((354, 266), 0.7853981633974483)",1
"((355, 267), 0.7853981633974483)",1
"((356, 268), 0.7853981633974483)",1
"((357, 269), 0.7853981633974483)",1
"((358, 270), 0.7853981633974483)",1
"((359, 271), 0.7853981633974483)",1
"((360, 272), 0.7853981633974483)",1
"((361, 273), 0.7853981633974483)",1
"((362, 274), 0.7853981633974483)",1
"((363, 275), 0.7853981633974483)",1
"((364, 276), 0.7853981633974483)",1
"((365, 277), 0.7853981633974483)",1
"((366, 278), 0.7853981633974483)",1
"((367, 279), 0.7853981633974483)",1
"((368, 280), 0.7853981633974483)",1
"((369, 281), 0.7853981633974483)",1
"((370, 282), 0.7853981633974483)",1
"((371, 283), 0.7853981633974483)",1
"((372, 284), 0.7853981633974483)",1
"((373, 285), 0.7853981633974483)",1
"((374, 286), 0.7853981633974483)",1
"((375, 287), 0.7853981633974483)",1
"((376, 288), 0.7853981633974483)",1
"((377, 289), 0.7853981633974483)",1
